candidate_id,pair_id,direction,content_index,content_identifier,shape_class_id,shape_class_name,style_index,style_identifier,texture_class_id,texture_class_name,style_strength,image_path,accepted,rejection_reason
cc_031,0,bird_to_airplane,825,test_00825,1,bird,42,test_00042,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_031_shape-bird_texture-airplane.png,True,
cc_032,0,bird_to_airplane,7202,test_07202,1,bird,1553,test_01553,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_032_shape-bird_texture-airplane.png,True,
cc_033,0,bird_to_airplane,6076,test_06076,1,bird,4539,test_04539,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_033_shape-bird_texture-airplane.png,True,
cc_034,0,bird_to_airplane,5220,test_05220,1,bird,3455,test_03455,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_034_shape-bird_texture-airplane.png,True,
cc_035,0,bird_to_airplane,1986,test_01986,1,bird,4893,test_04893,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_035_shape-bird_texture-airplane.png,True,
cc_036,0,bird_to_airplane,95,test_00095,1,bird,2750,test_02750,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_036_shape-bird_texture-airplane.png,True,
cc_037,0,bird_to_airplane,7955,test_07955,1,bird,7309,test_07309,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_037_shape-bird_texture-airplane.png,False,main object shape is no longer visually recognizable
cc_038,0,bird_to_airplane,3937,test_03937,1,bird,1977,test_01977,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_038_shape-bird_texture-airplane.png,True,
cc_039,0,bird_to_airplane,3550,test_03550,1,bird,81,test_00081,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_039_shape-bird_texture-airplane.png,True,
cc_040,0,bird_to_airplane,3491,test_03491,1,bird,6437,test_06437,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_040_shape-bird_texture-airplane.png,True,
cc_041,0,bird_to_airplane,1436,test_01436,1,bird,5918,test_05918,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_041_shape-bird_texture-airplane.png,True,
cc_042,0,bird_to_airplane,1109,test_01109,1,bird,7373,test_07373,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_042_shape-bird_texture-airplane.png,True,
cc_043,0,bird_to_airplane,116,test_00116,1,bird,5999,test_05999,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_043_shape-bird_texture-airplane.png,True,
cc_044,0,bird_to_airplane,1871,test_01871,1,bird,7634,test_07634,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_044_shape-bird_texture-airplane.png,True,
cc_045,0,bird_to_airplane,6169,test_06169,1,bird,2024,test_02024,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_045_shape-bird_texture-airplane.png,True,
cc_046,0,bird_to_airplane,1230,test_01230,1,bird,6609,test_06609,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_046_shape-bird_texture-airplane.png,True,
cc_047,0,bird_to_airplane,1568,test_01568,1,bird,4399,test_04399,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_047_shape-bird_texture-airplane.png,True,
cc_048,0,bird_to_airplane,5123,test_05123,1,bird,3965,test_03965,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_048_shape-bird_texture-airplane.png,False,severe artifacts obscure most of the image
cc_049,0,bird_to_airplane,7029,test_07029,1,bird,7009,test_07009,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_049_shape-bird_texture-airplane.png,True,
cc_050,0,bird_to_airplane,6594,test_06594,1,bird,1596,test_01596,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_050_shape-bird_texture-airplane.png,True,
cc_051,0,bird_to_airplane,3413,test_03413,1,bird,3025,test_03025,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_051_shape-bird_texture-airplane.png,True,
cc_052,0,bird_to_airplane,198,test_00198,1,bird,6455,test_06455,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_052_shape-bird_texture-airplane.png,True,
cc_053,0,bird_to_airplane,2690,test_02690,1,bird,6986,test_06986,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_053_shape-bird_texture-airplane.png,True,
cc_054,0,bird_to_airplane,6954,test_06954,1,bird,5117,test_05117,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_054_shape-bird_texture-airplane.png,True,
cc_055,0,bird_to_airplane,6836,test_06836,1,bird,7150,test_07150,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_055_shape-bird_texture-airplane.png,False,main object shape is no longer visually recognizable
cc_056,0,bird_to_airplane,6938,test_06938,1,bird,3876,test_03876,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_056_shape-bird_texture-airplane.png,True,
cc_057,0,bird_to_airplane,1115,test_01115,1,bird,3437,test_03437,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_057_shape-bird_texture-airplane.png,True,
cc_058,0,bird_to_airplane,7033,test_07033,1,bird,5478,test_05478,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_058_shape-bird_texture-airplane.png,False,severe artifacts obscure most of the image
cc_059,0,bird_to_airplane,4640,test_04640,1,bird,2242,test_02242,0,airplane,0.8,task1/generated_images/cue_conflicts/cc_059_shape-bird_texture-airplane.png,True,
cc_060,1,car_to_horse,3755,test_03755,2,car,2676,test_02676,6,horse,0.8,task1/generated_images/cue_conflicts/cc_060_shape-car_texture-horse.png,True,
cc_061,1,car_to_horse,35,test_00035,2,car,4731,test_04731,6,horse,0.8,task1/generated_images/cue_conflicts/cc_061_shape-car_texture-horse.png,True,
cc_062,1,car_to_horse,1520,test_01520,2,car,3191,test_03191,6,horse,0.8,task1/generated_images/cue_conflicts/cc_062_shape-car_texture-horse.png,True,
cc_063,1,car_to_horse,409,test_00409,2,car,2610,test_02610,6,horse,0.8,task1/generated_images/cue_conflicts/cc_063_shape-car_texture-horse.png,True,
cc_064,1,car_to_horse,3454,test_03454,2,car,4341,test_04341,6,horse,0.8,task1/generated_images/cue_conflicts/cc_064_shape-car_texture-horse.png,True,
cc_065,1,car_to_horse,1202,test_01202,2,car,890,test_00890,6,horse,0.8,task1/generated_images/cue_conflicts/cc_065_shape-car_texture-horse.png,True,
cc_066,1,car_to_horse,5318,test_05318,2,car,2003,test_02003,6,horse,0.8,task1/generated_images/cue_conflicts/cc_066_shape-car_texture-horse.png,True,
cc_067,1,car_to_horse,5333,test_05333,2,car,2958,test_02958,6,horse,0.8,task1/generated_images/cue_conflicts/cc_067_shape-car_texture-horse.png,True,
cc_068,1,car_to_horse,5756,test_05756,2,car,3292,test_03292,6,horse,0.8,task1/generated_images/cue_conflicts/cc_068_shape-car_texture-horse.png,True,
cc_069,1,car_to_horse,5512,test_05512,2,car,5729,test_05729,6,horse,0.8,task1/generated_images/cue_conflicts/cc_069_shape-car_texture-horse.png,True,
cc_070,1,car_to_horse,5183,test_05183,2,car,4827,test_04827,6,horse,0.8,task1/generated_images/cue_conflicts/cc_070_shape-car_texture-horse.png,True,
cc_071,1,car_to_horse,6692,test_06692,2,car,1667,test_01667,6,horse,0.8,task1/generated_images/cue_conflicts/cc_071_shape-car_texture-horse.png,True,
cc_072,1,car_to_horse,6503,test_06503,2,car,3418,test_03418,6,horse,0.8,task1/generated_images/cue_conflicts/cc_072_shape-car_texture-horse.png,True,
cc_073,1,car_to_horse,5395,test_05395,2,car,4746,test_04746,6,horse,0.8,task1/generated_images/cue_conflicts/cc_073_shape-car_texture-horse.png,True,
cc_074,1,car_to_horse,5218,test_05218,2,car,7600,test_07600,6,horse,0.8,task1/generated_images/cue_conflicts/cc_074_shape-car_texture-horse.png,True,
cc_075,1,car_to_horse,1403,test_01403,2,car,5858,test_05858,6,horse,0.8,task1/generated_images/cue_conflicts/cc_075_shape-car_texture-horse.png,True,
cc_076,1,car_to_horse,4065,test_04065,2,car,7108,test_07108,6,horse,0.8,task1/generated_images/cue_conflicts/cc_076_shape-car_texture-horse.png,True,
cc_077,1,car_to_horse,5824,test_05824,2,car,977,test_00977,6,horse,0.8,task1/generated_images/cue_conflicts/cc_077_shape-car_texture-horse.png,True,
cc_078,1,car_to_horse,1814,test_01814,2,car,4011,test_04011,6,horse,0.8,task1/generated_images/cue_conflicts/cc_078_shape-car_texture-horse.png,True,
cc_079,1,car_to_horse,2502,test_02502,2,car,449,test_00449,6,horse,0.8,task1/generated_images/cue_conflicts/cc_079_shape-car_texture-horse.png,True,
cc_080,1,car_to_horse,7084,test_07084,2,car,920,test_00920,6,horse,0.8,task1/generated_images/cue_conflicts/cc_080_shape-car_texture-horse.png,True,
cc_081,1,car_to_horse,6332,test_06332,2,car,5082,test_05082,6,horse,0.8,task1/generated_images/cue_conflicts/cc_081_shape-car_texture-horse.png,True,
cc_082,1,car_to_horse,6271,test_06271,2,car,7338,test_07338,6,horse,0.8,task1/generated_images/cue_conflicts/cc_082_shape-car_texture-horse.png,True,
cc_083,1,car_to_horse,2082,test_02082,2,car,3515,test_03515,6,horse,0.8,task1/generated_images/cue_conflicts/cc_083_shape-car_texture-horse.png,True,
cc_084,1,car_to_horse,4921,test_04921,2,car,3779,test_03779,6,horse,0.8,task1/generated_images/cue_conflicts/cc_084_shape-car_texture-horse.png,True,
cc_085,1,car_to_horse,7425,test_07425,2,car,7779,test_07779,6,horse,0.8,task1/generated_images/cue_conflicts/cc_085_shape-car_texture-horse.png,True,
cc_086,1,car_to_horse,4913,test_04913,2,car,6713,test_06713,6,horse,0.8,task1/generated_images/cue_conflicts/cc_086_shape-car_texture-horse.png,True,
cc_087,1,car_to_horse,1586,test_01586,2,car,929,test_00929,6,horse,0.8,task1/generated_images/cue_conflicts/cc_087_shape-car_texture-horse.png,True,
cc_088,1,car_to_horse,3067,test_03067,2,car,4411,test_04411,6,horse,0.8,task1/generated_images/cue_conflicts/cc_088_shape-car_texture-horse.png,True,
cc_089,1,car_to_horse,6244,test_06244,2,car,7781,test_07781,6,horse,0.8,task1/generated_images/cue_conflicts/cc_089_shape-car_texture-horse.png,True,
cc_090,1,horse_to_car,4620,test_04620,6,horse,6503,test_06503,2,car,0.8,task1/generated_images/cue_conflicts/cc_090_shape-horse_texture-car.png,True,
cc_091,1,horse_to_car,5082,test_05082,6,horse,5183,test_05183,2,car,0.8,task1/generated_images/cue_conflicts/cc_091_shape-horse_texture-car.png,True,
cc_092,1,horse_to_car,5382,test_05382,6,horse,3163,test_03163,2,car,0.8,task1/generated_images/cue_conflicts/cc_092_shape-horse_texture-car.png,True,
cc_093,1,horse_to_car,5857,test_05857,6,horse,6264,test_06264,2,car,0.8,task1/generated_images/cue_conflicts/cc_093_shape-horse_texture-car.png,True,
cc_094,1,horse_to_car,3515,test_03515,6,horse,714,test_00714,2,car,0.8,task1/generated_images/cue_conflicts/cc_094_shape-horse_texture-car.png,True,
cc_095,1,horse_to_car,2610,test_02610,6,horse,3024,test_03024,2,car,0.8,task1/generated_images/cue_conflicts/cc_095_shape-horse_texture-car.png,True,
cc_096,1,horse_to_car,7996,test_07996,6,horse,5677,test_05677,2,car,0.8,task1/generated_images/cue_conflicts/cc_096_shape-horse_texture-car.png,True,
cc_097,1,horse_to_car,964,test_00964,6,horse,3454,test_03454,2,car,0.8,task1/generated_images/cue_conflicts/cc_097_shape-horse_texture-car.png,True,
cc_098,1,horse_to_car,4341,test_04341,6,horse,3067,test_03067,2,car,0.8,task1/generated_images/cue_conflicts/cc_098_shape-horse_texture-car.png,True,
cc_099,1,horse_to_car,449,test_00449,6,horse,6244,test_06244,2,car,0.8,task1/generated_images/cue_conflicts/cc_099_shape-horse_texture-car.png,True,
cc_100,1,horse_to_car,3494,test_03494,6,horse,1520,test_01520,2,car,0.8,task1/generated_images/cue_conflicts/cc_100_shape-horse_texture-car.png,True,
cc_101,1,horse_to_car,3418,test_03418,6,horse,4913,test_04913,2,car,0.8,task1/generated_images/cue_conflicts/cc_101_shape-horse_texture-car.png,True,
cc_102,1,horse_to_car,4827,test_04827,6,horse,4735,test_04735,2,car,0.8,task1/generated_images/cue_conflicts/cc_102_shape-horse_texture-car.png,True,
cc_103,1,horse_to_car,3191,test_03191,6,horse,2502,test_02502,2,car,0.8,task1/generated_images/cue_conflicts/cc_103_shape-horse_texture-car.png,True,
cc_104,1,horse_to_car,7555,test_07555,6,horse,6271,test_06271,2,car,0.8,task1/generated_images/cue_conflicts/cc_104_shape-horse_texture-car.png,True,
cc_105,1,horse_to_car,920,test_00920,6,horse,7425,test_07425,2,car,0.8,task1/generated_images/cue_conflicts/cc_105_shape-horse_texture-car.png,True,
cc_106,1,horse_to_car,7108,test_07108,6,horse,4921,test_04921,2,car,0.8,task1/generated_images/cue_conflicts/cc_106_shape-horse_texture-car.png,True,
cc_107,1,horse_to_car,3962,test_03962,6,horse,5237,test_05237,2,car,0.8,task1/generated_images/cue_conflicts/cc_107_shape-horse_texture-car.png,True,
cc_108,1,horse_to_car,1534,test_01534,6,horse,49,test_00049,2,car,0.8,task1/generated_images/cue_conflicts/cc_108_shape-horse_texture-car.png,True,
cc_109,1,horse_to_car,2003,test_02003,6,horse,981,test_00981,2,car,0.8,task1/generated_images/cue_conflicts/cc_109_shape-horse_texture-car.png,True,
cc_110,1,horse_to_car,2676,test_02676,6,horse,5030,test_05030,2,car,0.8,task1/generated_images/cue_conflicts/cc_110_shape-horse_texture-car.png,True,
cc_111,1,horse_to_car,5408,test_05408,6,horse,470,test_00470,2,car,0.8,task1/generated_images/cue_conflicts/cc_111_shape-horse_texture-car.png,True,
cc_112,1,horse_to_car,5858,test_05858,6,horse,6426,test_06426,2,car,0.8,task1/generated_images/cue_conflicts/cc_112_shape-horse_texture-car.png,True,
cc_113,1,horse_to_car,3292,test_03292,6,horse,3755,test_03755,2,car,0.8,task1/generated_images/cue_conflicts/cc_113_shape-horse_texture-car.png,True,
cc_114,1,horse_to_car,545,test_00545,6,horse,6354,test_06354,2,car,0.8,task1/generated_images/cue_conflicts/cc_114_shape-horse_texture-car.png,True,
cc_115,1,horse_to_car,7338,test_07338,6,horse,35,test_00035,2,car,0.8,task1/generated_images/cue_conflicts/cc_115_shape-horse_texture-car.png,True,
cc_116,1,horse_to_car,3844,test_03844,6,horse,6616,test_06616,2,car,0.8,task1/generated_images/cue_conflicts/cc_116_shape-horse_texture-car.png,True,
cc_117,1,horse_to_car,890,test_00890,6,horse,2082,test_02082,2,car,0.8,task1/generated_images/cue_conflicts/cc_117_shape-horse_texture-car.png,True,
cc_118,1,horse_to_car,3777,test_03777,6,horse,5512,test_05512,2,car,0.8,task1/generated_images/cue_conflicts/cc_118_shape-horse_texture-car.png,True,
cc_119,1,horse_to_car,6381,test_06381,6,horse,2392,test_02392,2,car,0.8,task1/generated_images/cue_conflicts/cc_119_shape-horse_texture-car.png,True,
cc_120,2,deer_to_ship,3287,test_03287,4,deer,739,test_00739,8,ship,0.8,task1/generated_images/cue_conflicts/cc_120_shape-deer_texture-ship.png,True,
cc_121,2,deer_to_ship,171,test_00171,4,deer,5694,test_05694,8,ship,0.8,task1/generated_images/cue_conflicts/cc_121_shape-deer_texture-ship.png,False,main object shape is no longer visually recognizable
cc_122,2,deer_to_ship,7940,test_07940,4,deer,194,test_00194,8,ship,0.8,task1/generated_images/cue_conflicts/cc_122_shape-deer_texture-ship.png,True,
cc_123,2,deer_to_ship,6033,test_06033,4,deer,4552,test_04552,8,ship,0.8,task1/generated_images/cue_conflicts/cc_123_shape-deer_texture-ship.png,True,
cc_124,2,deer_to_ship,2898,test_02898,4,deer,5451,test_05451,8,ship,0.8,task1/generated_images/cue_conflicts/cc_124_shape-deer_texture-ship.png,True,
cc_125,2,deer_to_ship,3512,test_03512,4,deer,2844,test_02844,8,ship,0.8,task1/generated_images/cue_conflicts/cc_125_shape-deer_texture-ship.png,True,
cc_126,2,deer_to_ship,5789,test_05789,4,deer,7818,test_07818,8,ship,0.8,task1/generated_images/cue_conflicts/cc_126_shape-deer_texture-ship.png,True,
cc_127,2,deer_to_ship,1266,test_01266,4,deer,4069,test_04069,8,ship,0.8,task1/generated_images/cue_conflicts/cc_127_shape-deer_texture-ship.png,True,
cc_128,2,deer_to_ship,691,test_00691,4,deer,716,test_00716,8,ship,0.8,task1/generated_images/cue_conflicts/cc_128_shape-deer_texture-ship.png,True,
cc_129,2,deer_to_ship,3891,test_03891,4,deer,3905,test_03905,8,ship,0.8,task1/generated_images/cue_conflicts/cc_129_shape-deer_texture-ship.png,False,severe artifacts obscure most of the image
cc_130,2,deer_to_ship,3078,test_03078,4,deer,1129,test_01129,8,ship,0.8,task1/generated_images/cue_conflicts/cc_130_shape-deer_texture-ship.png,True,
cc_131,2,deer_to_ship,7475,test_07475,4,deer,7138,test_07138,8,ship,0.8,task1/generated_images/cue_conflicts/cc_131_shape-deer_texture-ship.png,True,
cc_132,2,deer_to_ship,4054,test_04054,4,deer,1833,test_01833,8,ship,0.8,task1/generated_images/cue_conflicts/cc_132_shape-deer_texture-ship.png,True,
cc_133,2,deer_to_ship,3179,test_03179,4,deer,4177,test_04177,8,ship,0.8,task1/generated_images/cue_conflicts/cc_133_shape-deer_texture-ship.png,True,
cc_134,2,deer_to_ship,5062,test_05062,4,deer,7460,test_07460,8,ship,0.8,task1/generated_images/cue_conflicts/cc_134_shape-deer_texture-ship.png,True,
cc_135,2,deer_to_ship,3763,test_03763,4,deer,2745,test_02745,8,ship,0.8,task1/generated_images/cue_conflicts/cc_135_shape-deer_texture-ship.png,True,
cc_136,2,deer_to_ship,2757,test_02757,4,deer,5525,test_05525,8,ship,0.8,task1/generated_images/cue_conflicts/cc_136_shape-deer_texture-ship.png,True,
cc_137,2,deer_to_ship,5402,test_05402,4,deer,4676,test_04676,8,ship,0.8,task1/generated_images/cue_conflicts/cc_137_shape-deer_texture-ship.png,True,
cc_138,2,deer_to_ship,855,test_00855,4,deer,4242,test_04242,8,ship,0.8,task1/generated_images/cue_conflicts/cc_138_shape-deer_texture-ship.png,True,
cc_139,2,deer_to_ship,2704,test_02704,4,deer,5000,test_05000,8,ship,0.8,task1/generated_images/cue_conflicts/cc_139_shape-deer_texture-ship.png,True,
cc_140,2,deer_to_ship,5556,test_05556,4,deer,7446,test_07446,8,ship,0.8,task1/generated_images/cue_conflicts/cc_140_shape-deer_texture-ship.png,True,
cc_141,2,deer_to_ship,3122,test_03122,4,deer,4355,test_04355,8,ship,0.8,task1/generated_images/cue_conflicts/cc_141_shape-deer_texture-ship.png,True,
cc_142,2,deer_to_ship,5623,test_05623,4,deer,1783,test_01783,8,ship,0.8,task1/generated_images/cue_conflicts/cc_142_shape-deer_texture-ship.png,True,
cc_143,2,deer_to_ship,506,test_00506,4,deer,1247,test_01247,8,ship,0.8,task1/generated_images/cue_conflicts/cc_143_shape-deer_texture-ship.png,True,
cc_144,2,deer_to_ship,1960,test_01960,4,deer,2342,test_02342,8,ship,0.8,task1/generated_images/cue_conflicts/cc_144_shape-deer_texture-ship.png,True,
cc_145,2,deer_to_ship,5467,test_05467,4,deer,6689,test_06689,8,ship,0.8,task1/generated_images/cue_conflicts/cc_145_shape-deer_texture-ship.png,True,
cc_146,2,deer_to_ship,766,test_00766,4,deer,3157,test_03157,8,ship,0.8,task1/generated_images/cue_conflicts/cc_146_shape-deer_texture-ship.png,True,
cc_147,2,deer_to_ship,4642,test_04642,4,deer,3948,test_03948,8,ship,0.8,task1/generated_images/cue_conflicts/cc_147_shape-deer_texture-ship.png,True,
cc_148,2,deer_to_ship,7610,test_07610,4,deer,2340,test_02340,8,ship,0.8,task1/generated_images/cue_conflicts/cc_148_shape-deer_texture-ship.png,True,
cc_149,2,deer_to_ship,4740,test_04740,4,deer,1954,test_01954,8,ship,0.8,task1/generated_images/cue_conflicts/cc_149_shape-deer_texture-ship.png,True,
cc_150,2,ship_to_deer,1954,test_01954,8,ship,4740,test_04740,4,deer,0.8,task1/generated_images/cue_conflicts/cc_150_shape-ship_texture-deer.png,True,
cc_151,2,ship_to_deer,2109,test_02109,8,ship,855,test_00855,4,deer,0.8,task1/generated_images/cue_conflicts/cc_151_shape-ship_texture-deer.png,True,
cc_152,2,ship_to_deer,194,test_00194,8,ship,6033,test_06033,4,deer,0.8,task1/generated_images/cue_conflicts/cc_152_shape-ship_texture-deer.png,True,
cc_153,2,ship_to_deer,7818,test_07818,8,ship,506,test_00506,4,deer,0.8,task1/generated_images/cue_conflicts/cc_153_shape-ship_texture-deer.png,True,
cc_154,2,ship_to_deer,4242,test_04242,8,ship,5467,test_05467,4,deer,0.8,task1/generated_images/cue_conflicts/cc_154_shape-ship_texture-deer.png,True,
cc_155,2,ship_to_deer,706,test_00706,8,ship,5402,test_05402,4,deer,0.8,task1/generated_images/cue_conflicts/cc_155_shape-ship_texture-deer.png,True,
cc_156,2,ship_to_deer,7810,test_07810,8,ship,7864,test_07864,4,deer,0.8,task1/generated_images/cue_conflicts/cc_156_shape-ship_texture-deer.png,True,
cc_157,2,ship_to_deer,5000,test_05000,8,ship,5789,test_05789,4,deer,0.8,task1/generated_images/cue_conflicts/cc_157_shape-ship_texture-deer.png,True,
cc_158,2,ship_to_deer,1783,test_01783,8,ship,4054,test_04054,4,deer,0.8,task1/generated_images/cue_conflicts/cc_158_shape-ship_texture-deer.png,True,
cc_159,2,ship_to_deer,6689,test_06689,8,ship,766,test_00766,4,deer,0.8,task1/generated_images/cue_conflicts/cc_159_shape-ship_texture-deer.png,True,
cc_160,2,ship_to_deer,2340,test_02340,8,ship,1111,test_01111,4,deer,0.8,task1/generated_images/cue_conflicts/cc_160_shape-ship_texture-deer.png,True,
cc_161,2,ship_to_deer,716,test_00716,8,ship,2757,test_02757,4,deer,0.8,task1/generated_images/cue_conflicts/cc_161_shape-ship_texture-deer.png,True,
cc_162,2,ship_to_deer,3157,test_03157,8,ship,1429,test_01429,4,deer,0.8,task1/generated_images/cue_conflicts/cc_162_shape-ship_texture-deer.png,True,
cc_163,2,ship_to_deer,3412,test_03412,8,ship,691,test_00691,4,deer,0.8,task1/generated_images/cue_conflicts/cc_163_shape-ship_texture-deer.png,True,
cc_164,2,ship_to_deer,7999,test_07999,8,ship,3287,test_03287,4,deer,0.8,task1/generated_images/cue_conflicts/cc_164_shape-ship_texture-deer.png,True,
cc_165,2,ship_to_deer,1640,test_01640,8,ship,6528,test_06528,4,deer,0.8,task1/generated_images/cue_conflicts/cc_165_shape-ship_texture-deer.png,True,
